Daily NVDA and Factor Returns,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Date,NVDA,Beta,Dividend Yield,Earnings Yield,Excess Beta,Growth,Leverage,Liquidity,Market,Mid Cap,Momentum,Quality,Semiconductors,Size,Value,Volatility
11/07/22,0.01024299,-0.00115535,-0.00174101,0.00386154,-0.00249930,-0.00266919,0.00128912,-0.00132535,0.00923651,-0.00131137,-0.00270994,0.00123204,0.00935843,0.00106987,0.00093169,0.00035812
11/08/22,0.02104750,0.00085815,0.00087365,0.00011326,-0.00045659,-0.00040302,0.00008706,0.00182575,0.00541846,0.00065356,0.00216856,0.00159824,0.01457794,0.00090491,-0.00123492,0.00006804
11/09/22,-0.05656757,-0.01351225,0.00080276,0.00044689,-0.00280727,0.00037333,-0.00056399,-0.00155207,-0.02180676,0.00311497,0.00068896,0.00352250,0.00300286,0.00077880,-0.00019409,-0.00172945
11/10/22,0.14329265,0.02654804,-0.00151515,0.00159348,-0.00102478,0.00051252,-0.00118816,0.00238980,0.05666243,0.00095645,-0.01603810,0.00392485,0.00046739,-0.00314995,0.00012774,-0.00478047
11/11/22,0.03663491,0.01551340,0.00150596,0.00042477,0.00017684,-0.00169047,-0.00026960,-0.00026059,0.01194209,0.00214500,-0.01396674,-0.00230438,-0.00738020,0.00265361,0.00272239,0.00284889
11/14/22,-0.00195992,-0.00622520,-0.00033649,-0.00305488,0.00115971,-0.00084314,0.00035374,0.00045774,-0.00959693,-0.00085764,0.00794915,-0.00031313,0.01171794,0.00026845,0.00049252,0.00015137
11/15/22,0.02276774,0.00646386,-0.00086157,0.00264387,0.00092124,0.00103004,-0.00193827,-0.00227114,0.01119846,0.00148711,-0.00538098,0.00060785,0.00950630,0.00053351,-0.00175713,0.00369480
11/16/22,-0.04536185,-0.01242388,-0.00164352,-0.00018598,-0.00126334,0.00134650,0.00013071,-0.00176429,-0.01089371,-0.00247156,0.00373678,0.00205242,-0.01649394,0.00274015,-0.00112676,-0.00352250
11/17/22,-0.01464484,-0.00946222,-0.00009022,0.00319775,0.00033202,-0.00110299,0.00100069,0.00021367,-0.00532061,-0.00265727,0.00003494,-0.00141495,0.02660859,0.00010788,0.00025975,0.00142234
11/18/22,-0.01709514,-0.00406182,0.00079896,-0.00112890,-0.00142754,0.00069111,0.00140189,0.00185574,0.00433074,0.00079777,0.00523011,0.00101226,0.00444842,-0.00161042,0.00008100,-0.00329796
11/21/22,-0.00597055,-0.00543353,0.00056536,0.00211113,0.00007239,-0.00118312,0.00062185,-0.00178226,-0.00408038,0.00066512,0.00126834,0.00193087,-0.00727565,0.00104158,-0.00026978,-0.00042164
11/22/22,0.04707192,-0.00176986,0.00008714,0.00576446,-0.00251821,0.00077951,0.00101174,-0.00040465,0.01340932,0.00189040,-0.00037272,-0.00088567,0.01954475,0.00076198,-0.00010753,0.00065880
11/23/22,0.02999128,0.00398179,-0.00076767,-0.00020757,0.00180308,0.00166627,0.00039408,0.00054151,0.00646266,0.00037618,-0.00444972,-0.00143380,0.00118406,0.00263273,-0.00005867,0.00322490
11/25/22,-0.01507354,-0.00155424,0.00043767,-0.00058550,-0.00005604,0.00030838,0.00092826,-0.00115034,0.00059710,0.00146261,0.00124094,-0.00033900,-0.00965839,-0.00016687,0.00075278,0.00028735
11/28/22,-0.02722807,-0.00599512,-0.00089444,0.00268392,0.00043054,-0.00003323,-0.00028156,0.00189074,-0.01619488,-0.00076151,0.00062415,-0.00063896,-0.00557399,-0.00027676,-0.00102560,-0.00127563
11/29/22,-0.01187844,-0.00033966,0.00112013,-0.00072299,-0.00068121,-0.00176070,0.00102626,0.00323144,-0.00090109,-0.00068898,-0.00067286,-0.00053404,-0.00402813,-0.00173546,0.00113426,0.00003054
11/30/22,0.08237927,0.01022125,-0.00241133,-0.00081556,0.00060852,0.00194502,-0.00225986,-0.00002622,0.02970556,-0.00041870,-0.00479220,0.00226013,0.01520473,0.00137360,-0.00095660,0.00001855
12/01/22,0.01252735,-0.00028172,-0.00020092,-0.00013286,0.00117081,-0.00001131,-0.00050366,-0.00159192,0.00101635,0.00116015,-0.00383753,-0.00059029,-0.00977078,-0.00009213,-0.00154389,-0.00088871
12/02/22,-0.01511526,-0.00024375,0.00032179,-0.00322264,0.00093576,0.00076764,-0.00001011,-0.00085273,-0.00120686,0.00089223,0.00090628,-0.00123317,-0.00798106,-0.00020969,-0.00106952,0.00375110
12/05/22,-0.01576204,-0.01297702,0.00000569,-0.00226612,-0.00182112,0.00010069,0.00181499,-0.00015835,-0.02109569,-0.00217915,-0.00472657,0.00323753,0.02138607,-0.00025401,-0.00155364,-0.00090601
12/06/22,-0.03750748,-0.00410834,-0.00007773,0.00469428,-0.00046454,-0.00149442,-0.00033322,0.00085185,-0.01488431,-0.00366245,0.00425529,0.00112248,-0.00549207,-0.00286205,0.00047416,-0.00418873
12/07/22,0.00831920,-0.00135084,0.00176445,0.00281495,0.00133135,0.00116367,-0.00165233,0.00150740,-0.00159354,-0.00056359,-0.00009839,0.00013131,0.00137754,0.00042758,0.00007163,-0.00130153
12/08/22,0.06507448,0.00206018,0.00090286,-0.00034394,0.00123295,0.00167339,-0.00067568,0.00217873,0.00787430,0.00005604,-0.00482517,0.00030840,0.01530151,-0.00102441,-0.00102203,-0.00078766
12/09/22,-0.00978509,-0.00350506,0.00085657,0.00434452,-0.00035297,0.00107551,0.00068784,-0.00103663,-0.00735052,0.00035272,-0.00509743,-0.00085239,0.00184929,0.00097693,0.00040045,-0.00127389
12/12/22,0.03140993,0.00544628,0.00097111,0.00213145,0.00113204,0.00181380,0.00124820,0.00067475,0.01390185,0.00139183,0.00107482,0.00016213,0.00040756,0.00057805,-0.00025375,-0.00092716
12/13/22,0.03062446,0.00403594,-0.00033950,0.00203523,-0.00428871,-0.00136510,-0.00038282,-0.00075297,0.00695992,-0.00118064,-0.00205397,0.00120594,0.00299483,-0.00087790,-0.00071859,-0.00137504
12/14/22,-0.02202305,0.00050011,0.00020469,-0.00088611,0.00122054,0.00046914,0.00035681,0.00231603,-0.00610386,-0.00228155,0.00220416,0.00146943,-0.00855245,-0.00100426,0.00092948,0.00142738
12/15/22,-0.04085092,-0.00887994,0.00044687,0.00502165,-0.00022662,0.00121849,-0.00031378,-0.00215589,-0.02514336,0.00070349,-0.00134483,-0.00135395,-0.00132824,0.00232367,-0.00071641,0.00512448
12/16/22,-0.02247525,-0.00316724,-0.00134600,0.00030946,-0.00020101,0.00157493,-0.00098155,0.00036568,-0.01050880,-0.00165118,-0.00075163,0.00095884,0.00331351,-0.00216518,-0.00069863,0.00114116
12/19/22,-0.01912984,-0.00725747,-0.00056849,0.00576187,0.00054829,-0.00000498,-0.00028873,-0.00225173,-0.01010766,0.00205189,0.00167928,0.00124495,0.00426702,0.00233683,-0.00038854,-0.00072110
12/20/22,-0.01039739,0.00197175,-0.00044244,0.00080721,-0.00032406,0.00026668,0.00033816,0.00002643,0.00191789,0.00021193,0.00384898,-0.00015790,-0.01014920,-0.00102624,0.00100419,0.00004844
12/21/22,0.02586257,0.00187419,-0.00087263,0.00084024,-0.00124457,-0.00079801,-0.00012736,0.00107178,0.01500436,-0.00044364,0.00112602,0.00054358,0.00512858,-0.00135498,-0.00163422,-0.00018348
12/22/22,-0.07041997,-0.00738842,0.00204325,-0.00317541,-0.00087892,-0.00053380,0.00076577,0.00328063,-0.01429662,0.00064788,0.00058251,0.00120982,-0.01645595,-0.00336111,0.00109688,-0.00320512
12/23/22,-0.00867072,-0.00371506,-0.00070532,0.00453684,-0.00116256,0.00045545,0.00093850,-0.00008559,0.00546826,-0.00079899,-0.00111263,0.00140337,-0.00211737,-0.00022391,0.00055227,-0.00134203
12/27/22,-0.07135339,-0.00892146,0.00092483,0.00539453,-0.00272000,0.00035383,0.00103062,-0.00009985,-0.00386749,0.00212261,-0.00105541,0.00175747,-0.00765011,-0.00056946,0.00071969,-0.00337571
12/28/22,-0.00601944,-0.00398392,-0.00101210,-0.00440156,0.00057844,0.00056638,-0.00107070,0.00090865,-0.01196630,-0.00125964,-0.00233847,-0.00239042,0.00071234,0.00210688,-0.00039499,0.00194835
12/29/22,0.04039617,0.00679554,-0.00104291,-0.00345470,-0.00070395,0.00018791,0.00012080,-0.00296698,0.01916504,0.00109433,-0.00727527,-0.00104549,0.00583335,0.00030660,0.00072396,0.00403108
12/30/22,0.00075325,0.00238611,-0.00034076,-0.00315250,0.00087301,-0.00069255,0.00095395,-0.00242282,-0.00180802,-0.00152679,0.00193814,-0.00246732,0.00429405,0.00292666,0.00069327,0.00571017
01/03/23,-0.02045980,-0.00419104,0.00279562,0.00007569,-0.00187278,-0.00144370,0.00102158,-0.00104002,-0.00379956,-0.00203410,-0.00541172,0.00188084,-0.00744198,-0.00144553,0.00233073,-0.00701341
01/04/23,0.03031781,0.00789365,0.00073850,-0.00322983,-0.00093188,-0.00184873,0.00436597,0.00002583,0.01196921,0.00153625,-0.00422066,-0.00124911,0.00520450,0.00082519,0.00149562,0.00088206
01/05/23,-0.03281577,-0.00441060,0.00003892,0.00014756,-0.00054661,-0.00244114,0.00274690,-0.00133083,-0.01163241,-0.00102582,0.00358129,-0.00093791,-0.00234259,-0.00054484,-0.00028329,0.00019936
01/06/23,0.04164035,-0.00084387,0.00115603,-0.00040194,-0.00298722,0.00098333,-0.00126314,0.00311135,0.02218915,-0.00211555,-0.00078589,0.00388874,0.01922248,-0.00383293,0.00080889,-0.00419249
01/09/23,0.05175315,0.00743274,-0.00075482,0.00146510,0.00011858,0.00280884,-0.00002195,-0.00006373,0.00078350,-0.00002096,-0.00575304,-0.00006265,0.00884130,-0.00061547,-0.00017867,-0.00098178
01/10/23,0.01798058,0.00585485,0.00032575,-0.00254396,0.00042015,0.00016252,-0.00052856,0.00102859,0.00782627,-0.00124072,-0.00157671,0.00120581,-0.00031792,-0.00159998,-0.00000424,0.00263745
01/11/23,0.00578287,0.00908437,-0.00073094,-0.00185698,0.00124861,0.00055264,-0.00106989,-0.00243062,0.01292928,0.00161534,-0.00264659,0.00155107,-0.01114423,0.00304215,0.00117989,0.00103613
01/12/23,0.03187300,0.00342387,0.00009905,-0.00313289,-0.00130846,0.00151908,0.00147360,0.00057451,0.00460750,-0.00259408,-0.00046400,-0.00357557,0.00238142,-0.00262469,0.00098886,0.00142455
01/13/23,0.02349952,0.00110594,-0.00031294,-0.00335786,-0.00070805,0.00130317,0.00104345,-0.00116579,0.00429566,-0.00077782,0.00081428,-0.00215030,0.00186609,0.00089630,-0.00050107,0.00073096
01/17/23,0.04751755,0.00268973,-0.00020216,0.00193034,0.00253040,0.00241865,0.00081827,0.00064388,-0.00113475,0.00080771,-0.00372893,-0.00117894,0.00369498,0.00061376,0.00066075,0.00127264
01/18/23,-0.01835949,-0.00329540,-0.00075386,0.00116117,-0.00256342,0.00041100,0.00049167,-0.00039375,-0.01519633,0.00117668,-0.00068787,0.00101558,0.01145812,-0.00165778,-0.00108321,-0.00142557
01/19/23,-0.03521894,-0.00630692,-0.00131773,0.00486589,-0.00210676,0.00066133,-0.00133003,-0.00121175,-0.00853976,-0.00140366,-0.00299107,0.00247135,-0.01483855,-0.00058913,0.00107628,-0.00168968
01/20/23,0.06406202,0.00889604,-0.00061870,-0.00061389,0.00031949,0.00016629,-0.00111059,0.00267830,0.01911366,-0.00096895,-0.00245819,0.00143227,0.00062813,-0.00002266,0.00086125,0.00095088
01/23/23,0.07590109,0.00795739,-0.00084067,0.00215515,0.00305664,-0.00108936,-0.00038620,0.00267849,0.01305919,0.00179843,-0.00433117,-0.00153682,0.02713900,-0.00026972,0.00042162,0.00020828
01/24/23,0.00354298,-0.00395516,0.00007919,-0.00251586,-0.00130017,0.00131896,-0.00010625,-0.00023080,-0.00155403,-0.00201235,0.00544777,-0.00200796,-0.00062698,0.00049722,0.00039184,-0.00087684
01/25/23,0.00321894,-0.00164942,-0.00053819,0.00122317,0.00021792,0.00004264,0.00130072,0.00094391,0.00052107,0.00039553,-0.00079683,-0.00057911,0.00383739,-0.00094048,0.00241303,0.00013923
01/26/23,0.02478908,0.00124634,-0.00141817,0.00371474,-0.00202667,0.00122822,-0.00143272,0.00045635,0.01092872,0.00087181,-0.00443914,-0.00069973,0.00382559,0.00259577,0.00076114,-0.00051442
01/27/23,0.02843147,0.00757006,0.00084664,-0.00337485,0.00215434,-0.00146964,-0.00165816,0.00094872,0.00374166,0.00036855,-0.00789823,-0.00112699,-0.01426802,0.00073731,-0.00059691,0.00326326
01/30/23,-0.05907191,-0.00876298,0.00082285,-0.00208788,-0.00184669,-0.00019191,0.00194068,-0.00065559,-0.01309644,0.00048460,0.00241440,0.00084423,-0.00495865,-0.00140099,-0.00023373,-0.00157971
01/31/23,0.01956998,0.00421310,0.00036817,0.00128933,-0.00044417,0.00182711,-0.00047566,0.00073495,0.01578317,-0.00085421,-0.00240293,-0.00006225,-0.00328274,-0.00346529,0.00075532,-0.00161919
02/01/23,0.07196600,0.00922851,-0.00080370,-0.00148616,0.00161629,-0.00072691,0.00042875,0.00102457,0.01222544,0.00164440,-0.00362166,0.00235063,0.02804984,-0.00155115,-0.00127817,0.00152506
02/02/23,0.03657548,0.01577141,0.00062635,0.00103251,0.00095241,-0.00264231,-0.00487383,0.00012727,0.01437606,-0.00140056,-0.00980918,0.00089504,-0.01624795,-0.00116627,0.00033531,0.00227571
02/03/23,-0.02805287,-0.00657829,0.00017800,-0.00128027,-0.00124067,-0.00012985,0.00094023,-0.00140971,-0.01119161,-0.00310911,0.00461880,0.00266979,0.00480081,-0.00176666,-0.00131846,0.00131144
02/06/23,-0.00052136,-0.00565481,-0.00127209,-0.00011468,0.00071256,0.00136429,0.00012759,0.00063828,-0.00738180,-0.00125181,0.00106296,-0.00060426,0.00032516,0.00279955,-0.00145320,0.00292049
02/07/23,0.05140124,0.00188363,-0.00178696,0.00536090,-0.00231743,0.00133421,-0.00061710,0.00024163,0.01120752,-0.00078431,-0.00004333,-0.00292292,0.01549439,0.00112259,-0.00048769,-0.00313209
02/08/23,0.00144317,-0.00769637,-0.00127415,0.00053854,0.00117914,0.00278150,0.00188481,0.00025835,-0.01053353,0.00192041,-0.00032076,-0.00073297,-0.00049356,0.00086008,-0.00073093,-0.00224704
02/09/23,0.00594462,-0.00515075,-0.00210185,0.00128983,-0.00079607,0.00224414,-0.00000637,-0.00161096,-0.00896254,0.00005329,0.00390110,0.00105696,0.01822303,0.00160588,0.00069218,-0.00116305
02/10/23,-0.04799212,-0.00607120,0.00129484,0.00049411,-0.00072469,-0.00188191,0.00107778,-0.00109018,0.00146737,-0.00026913,0.00239124,-0.00114704,-0.00757759,0.00099208,0.00110916,0.00110046
02/13/23,0.02459443,0.00607575,0.00082625,0.00135451,-0.00006170,-0.00076056,-0.00031186,-0.00045891,0.01106473,-0.00005268,0.00193848,0.00069779,-0.00239734,-0.00046161,-0.00009433,-0.00334054
02/14/23,0.05429593,0.00516680,-0.00204230,0.00395975,0.00132870,0.00248417,-0.00056743,0.00111466,0.00149122,0.00065389,-0.00215127,-0.00197574,0.01405278,0.00119070,-0.00031859,0.00200722
02/15/23,-0.00901136,0.00937568,-0.00054362,0.00037423,0.00628902,0.00047526,-0.00085655,0.00089886,0.00588545,0.00159047,-0.00506090,-0.00048378,-0.01143783,-0.00177641,-0.00040421,0.00321944
02/16/23,-0.03347389,-0.00799267,0.00112057,0.00080280,-0.00224861,0.00029386,0.00099128,-0.00183591,-0.01366131,0.00060199,0.00181613,0.00073096,-0.00124314,-0.00144533,0.00028767,-0.00026308
02/17/23,-0.02790657,-0.00786591,0.00076676,-0.00179603,-0.00025144,-0.00007458,0.00013274,0.00097692,-0.00371944,-0.00080679,-0.00073180,-0.00036963,-0.00531617,-0.00302592,-0.00023943,-0.00067679
02/21/23,-0.03427155,-0.01007251,-0.00175433,0.00028169,0.00109928,0.00104945,-0.00097961,0.00014356,-0.02108639,0.00018350,0.00273275,0.00115135,-0.00181857,0.00241019,0.00079283,-0.00143781
02/22/23,0.00479302,0.00129266,-0.00040966,0.00101234,0.00034534,0.00099014,0.00053578,0.00087992,-0.00086149,0.00049296,-0.00217250,-0.00233312,-0.00494794,-0.00175671,0.00015789,-0.00128252
02/23/23,0.14021396,0.00113090,-0.00073519,0.00309040,-0.00208476,0.00222998,0.00025542,-0.00028654,0.00436882,-0.00220019,0.00274379,-0.00022007,0.02651445,-0.00049956,0.00038194,-0.00117290
02/24/23,-0.01597366,-0.00658566,-0.00014896,0.00491695,-0.00087848,0.00198122,0.00028786,0.00047477,-0.01078506,0.00128988,0.00122583,0.00069110,0.00427373,-0.00045922,0.00034858,-0.00119395
02/27/23,0.00923301,0.00263286,-0.00026649,-0.00043678,-0.00059712,0.00167978,-0.00084667,0.00083325,0.00304622,-0.00244922,0.00216610,-0.00010186,-0.00230606,0.00087407,0.00012670,-0.00028286
02/28/23,-0.01212715,0.00271414,0.00066276,-0.00250824,-0.00037401,0.00048446,-0.00188758,0.00167506,-0.00250405,-0.00114449,0.00060120,0.00043667,0.00178927,-0.00160009,-0.00066828,0.00039036
03/01/23,-0.02231220,-0.00272488,-0.00078380,0.00705207,-0.00289116,0.00168053,0.00065569,0.00125589,-0.00422372,0.00000960,0.00528687,0.00030837,0.00805068,-0.00223694,-0.00023772,-0.00013643
03/02/23,0.02713896,-0.00040889,-0.00164685,0.00040951,0.00074916,-0.00120277,0.00057584,-0.00055116,0.00727309,-0.00031700,-0.00159701,0.00041047,0.00286259,0.00158842,0.00238057,-0.00122097
03/03/23,0.02470621,0.00785240,-0.00099161,0.00146381,0.00051565,0.00196894,0.00112605,0.00025828,0.01595410,-0.00125095,-0.00155463,0.00061848,-0.00483896,0.00276215,-0.00027448,0.00404525
03/06/23,-0.01406448,-0.00298033,0.00061012,-0.00146781,0.00012731,0.00239594,-0.00001547,-0.00017729,-0.00165687,-0.00078983,0.00132402,0.00098441,-0.00570618,0.00521420,-0.00084287,-0.00074735
03/07/23,-0.01112528,-0.00056338,-0.00010262,0.00157540,-0.00012483,-0.00056605,-0.00168876,-0.00236774,-0.01505030,-0.00139827,0.00277058,-0.00092366,0.00579792,-0.00124426,-0.00075077,0.00249047
03/08/23,0.03834595,0.00264005,-0.00046393,-0.00086302,0.00035177,-0.00145003,-0.00032373,-0.00129281,0.00140437,-0.00075143,0.00237437,-0.00019173,0.01989388,-0.00009101,0.00057576,-0.00244265
03/09/23,-0.03080932,-0.00679978,-0.00058449,0.00191813,0.00080967,-0.00161282,-0.00264262,-0.00293920,-0.02039600,-0.00236512,-0.00077671,0.00294673,0.00919176,0.00050772,-0.00009602,-0.00328543
03/10/23,-0.02009730,-0.01040711,-0.00066977,0.00036088,0.00057637,-0.00100274,-0.00207718,0.00084388,-0.01800201,-0.00214064,-0.00207105,0.00208645,0.00947483,0.00261319,0.00029677,-0.00415694
03/13/23,0.00004358,0.00022850,0.00152920,-0.00647631,0.00546232,-0.00071197,-0.00217479,-0.00266211,-0.00427256,-0.00152971,-0.00441586,-0.00322569,0.00416929,0.00423955,-0.00447322,-0.00401765
03/14/23,0.04776627,0.00268364,-0.00161989,-0.00057943,-0.00360268,0.00077598,-0.00219364,0.00153196,0.01628482,-0.00215507,0.00544761,0.00198838,0.00698652,0.00086648,0.00278278,0.00248962
03/15/23,0.00685698,-0.00163078,0.00094292,-0.00060793,0.00161244,-0.00001771,-0.00289665,0.00268094,-0.01019664,-0.00263071,-0.00682328,0.00262799,0.00013632,-0.00150864,-0.00169249,-0.00200992
03/16/23,0.05419351,0.00523594,-0.00192581,0.00173164,0.00040330,0.00004156,-0.00409028,-0.00129300,0.01674564,0.00022170,0.00267011,0.00084405,0.01405128,0.00188922,-0.00027372,0.00173154
03/17/23,0.00720411,-0.00470593,-0.00129990,-0.00260879,0.00039990,-0.00111109,-0.00189959,-0.00116719,-0.01297003,-0.00058468,-0.00208818,-0.00123051,0.01048655,0.00273261,-0.00312631,-0.00123918
03/20/23,0.00680271,-0.00533296,0.00069299,0.00035812,-0.00181902,0.00063360,0.00142584,0.00187656,0.00951890,0.00320612,0.00464544,0.00209879,0.00547084,-0.00168015,0.00032160,-0.00441202
03/21/23,0.01154439,0.01166977,-0.00097959,0.00336720,0.00041894,0.00223600,0.00180034,-0.00039353,0.01520977,0.00011707,-0.00184848,0.00106463,-0.01832722,0.00157523,0.00213200,0.00759974
03/22/23,0.01026758,-0.00660994,-0.00164082,0.00212905,-0.00040236,0.00042589,0.00008657,-0.00217847,-0.01826143,-0.00218003,0.00116442,-0.00071342,0.01516364,0.00234160,-0.00055516,-0.00159061
03/23/23,0.02731598,-0.00063289,-0.00063277,-0.00255689,-0.00039224,0.00186085,-0.00205945,0.00122191,0.00156303,-0.00241941,0.00133679,0.00077123,0.02343060,0.00036288,-0.00110225,-0.00122971
03/24/23,-0.01515207,-0.00419278,0.00189567,-0.00035801,-0.00037867,-0.00124024,-0.00143160,0.00015760,0.00432207,0.00005279,-0.00298415,0.00106298,-0.01511574,-0.00195060,-0.00019707,-0.00065314
03/27/23,-0.00926096,-0.00190400,-0.00068321,0.00278544,-0.00075893,0.00153576,0.00407052,0.00074244,0.00410002,0.00185123,0.00236629,-0.00023630,-0.01132563,-0.00139799,0.00183547,0.00220744
03/28/23,-0.00456070,-0.00345535,-0.00005643,0.00052643,-0.00076434,-0.00035040,0.00120169,0.00162115,-0.00125577,0.00045734,0.00130346,0.00072476,-0.00501963,-0.00118223,0.00047723,-0.00152895
03/29/23,0.02173417,0.00570268,0.00093035,-0.00516438,0.00080907,-0.00012425,0.00188165,0.00093665,0.01525700,0.00101994,-0.00126089,-0.00083667,0.01302478,0.00228231,0.00201748,0.00123516
